client_id,group_id,mobile,email,ip_address,address,bank_account,device_id,occupation,declared_income,monthly_turnover,fo_premium,illiquid_trades,fund_transfer_count,login_frequency,shared_accounts,trading_pattern_score,risk_country,transaction_amount,rapid_withdrawal,suspicious_flag
C7622,G392,9158243129,user6622@gmail.com,10.0.8.4,Mumbai,ICICI364857,DEV8641,SelfEmployed,721187,11593480,465078,6,22,32,0,52,No,1990846,Yes,0
C7623,G307,9711375768,user6623@gmail.com,192.168.36.17,Bangalore,AXIS914057,DEV2224,SelfEmployed,890450,12621187,235836,10,12,47,4,53,No,760471,Yes,0
C7624,G887,9958842341,user6624@gmail.com,192.168.3.32,Coimbatore,HDFC783641,DEV7073,Retired,3651440,8029689,99758,2,6,18,1,15,No,495820,No,0
C7625,G701,9798334060,user6625@gmail.com,192.168.25.190,Hyderabad,SBI871093,DEV3176,Investor,3799188,3573267,50468,2,5,29,1,39,Yes,267187,No,0
C7626,G1380,9227170320,user6626@gmail.com,192.168.52.147,Delhi,ICICI909280,DEV5042,Trader,1616414,5584272,48075,3,8,17,1,11,Yes,56273,No,0
C7627,G93,9000001113,user6627@gmail.com,10.0.17.5,Ahmedabad,KOTAK186431,DEV5595,Investor,339535,38960741,1725537,19,52,95,6,97,No,4535306,Yes,1
C7628,G808,9047532573,user6628@gmail.com,192.168.3.40,Mumbai,HDFC333218,DEV9448,Business,2514166,10911738,116305,0,7,26,0,39,Yes,136151,No,0
C7629,G982,9641769298,user6629@gmail.com,192.168.17.184,Hyderabad,AXIS359491,DEV8801,Investor,3191877,4013068,85260,4,2,41,1,29,No,279883,No,0
C7630,G1117,9698169164,user6630@gmail.com,192.168.10.47,Bangalore,HDFC416015,DEV5483,Student,2639905,7909391,48957,0,2,36,1,23,No,714662,No,0
C7631,G584,9727005347,user6631@gmail.com,192.168.73.229,Pune,SBI873630,DEV3033,Business,1714200,9931159,247788,10,19,44,3,47,No,2139432,Yes,0
C7632,G1258,9391893763,user6632@gmail.com,192.168.72.241,Mumbai,ICICI538643,DEV1452,Investor,1876946,3817899,103469,1,5,14,0,30,Yes,375603,No,0
C7633,G69,9000000188,user6633@gmail.com,10.0.10.3,Chennai,KOTAK912926,DEV1854,Business,382808,16090660,750794,16,21,87,6,86,No,3887074,Yes,1
C7634,G935,9711476476,user6634@gmail.com,192.168.53.116,Kolkata,SBI245404,DEV9386,Business,4773154,1503371,117698,4,5,16,0,29,No,619268,No,0
C7635,G168,9000001040,user6635@gmail.com,10.0.1.2,Delhi,HDFC190262,DEV7784,Investor,296092,36057443,1002561,12,54,94,5,94,Yes,1667088,Yes,1
C7636,G563,9709846092,user6636@gmail.com,192.168.26.48,Chennai,AXIS105044,DEV6689,Salaried,1463910,22419002,647189,6,16,61,4,53,Yes,2370387,Yes,1
C7637,G1105,9748792497,user6637@gmail.com,192.168.98.45,Ahmedabad,ICICI180823,DEV4955,Investor,2445140,9346800,96492,1,1,42,0,31,No,888288,No,0
C7638,G1363,9607090373,user6638@gmail.com,192.168.82.238,Ahmedabad,AXIS584430,DEV5456,SelfEmployed,3372043,6092553,25256,2,4,10,1,7,No,696433,No,0
C7639,G926,9432518167,user6639@gmail.com,192.168.66.189,Mumbai,HDFC124019,DEV3416,Trader,2954802,11776238,71905,2,4,11,0,16,No,124757,No,0
C7640,G1355,9414069339,user6640@gmail.com,192.168.91.62,Bangalore,SBI302228,DEV2884,Retired,4789865,5676707,77474,1,9,32,0,35,No,266035,No,0
C7641,G590,9632693582,user6641@gmail.com,10.0.15.3,Kochi,SBI615675,DEV9879,Business,1587193,17967196,190992,10,14,64,1,48,Yes,1006288,No,0
C7642,G206,9000006537,user6642@gmail.com,10.0.6.5,Delhi,HDFC752498,DEV9350,SelfEmployed,585661,36089162,1689212,20,24,90,6,76,Yes,5474734,Yes,1
C7643,G756,9984416486,user6643@gmail.com,192.168.74.31,Bangalore,KOTAK708158,DEV7576,Trader,1427745,7781291,14075,4,2,23,1,18,No,62904,No,0
C7644,G671,9250759153,user6644@gmail.com,192.168.6.87,Ahmedabad,ICICI882578,DEV1397,Salaried,1434109,17843673,677647,7,6,84,0,79,No,422274,No,0
C7645,G700,9000003598,user6645@gmail.com,10.0.11.9,Kolkata,AXIS538348,DEV2299,Student,1031265,24511145,261820,9,15,82,4,46,Yes,493504,No,0
C7646,G1226,9612781213,user6646@gmail.com,192.168.34.99,Pune,HDFC159753,DEV7490,Salaried,2041736,10653894,15370,2,4,32,1,40,No,811379,No,0
C7647,G1113,9694850254,user6647@gmail.com,192.168.74.136,Ahmedabad,SBI298658,DEV4091,Trader,4993084,8040692,62321,3,8,7,1,14,No,375699,No,0
C7648,G906,9880951386,user6648@gmail.com,192.168.61.106,Chennai,AXIS484746,DEV3806,Student,4562861,8907360,96309,2,7,14,0,16,No,269108,No,0
C7649,G1478,9812739132,user6649@gmail.com,192.168.41.135,Coimbatore,SBI923460,DEV3208,Investor,4536971,1111682,123592,2,5,43,0,19,Yes,222772,No,0
C7650,G1419,9900243511,user6650@gmail.com,192.168.42.164,Pune,SBI744620,DEV9909,Business,4357510,7585057,129989,3,1,12,1,15,Yes,707320,No,0
C7651,G909,9659814026,user6651@gmail.com,192.168.56.203,Mumbai,ICICI569325,DEV7479,Investor,1323131,8275734,99294,3,7,37,0,19,Yes,519087,No,0
C7652,G89,9000009891,user6652@gmail.com,10.0.1.2,Pune,ICICI967215,DEV6173,Business,720458,44028608,443780,15,29,175,10,93,No,2414803,Yes,1
C7653,G783,9679898920,user6653@gmail.com,192.168.56.152,Pune,ICICI473407,DEV8567,SelfEmployed,878115,1890734,98717,2,1,16,1,13,No,68374,No,0
C7654,G993,9679287645,user6654@gmail.com,192.168.65.208,Bangalore,AXIS973988,DEV9951,Trader,3838662,5008225,113818,0,8,14,1,36,No,126420,No,0
C7655,G979,9646255221,user6655@gmail.com,192.168.27.159,Hyderabad,ICICI368835,DEV9472,Trader,3007220,6180756,129628,3,3,21,0,18,No,407848,No,0
C7656,G937,9966615177,user6656@gmail.com,192.168.75.7,Mumbai,KOTAK674181,DEV3505,SelfEmployed,4683016,10510012,142555,2,3,31,1,20,No,504127,No,0
C7657,G262,9000003872,user6657@gmail.com,10.0.3.1,Delhi,HDFC788343,DEV9428,Trader,508438,12177832,760338,11,37,148,9,91,Yes,5581225,Yes,1
C7658,G1080,9498271651,user6658@gmail.com,192.168.14.132,Hyderabad,KOTAK353495,DEV5195,Student,3759549,3493775,19816,1,10,43,0,26,No,640450,No,0
C7659,G578,9784603203,user6659@gmail.com,192.168.73.58,Chennai,SBI436883,DEV5917,Student,1821989,11238321,582962,4,22,54,0,43,Yes,2235058,No,0
C7660,G1320,9583827042,user6660@gmail.com,192.168.78.195,Bangalore,AXIS857298,DEV8974,Trader,4152076,2523095,23013,2,9,12,0,17,Yes,300258,No,0
C7661,G24,9000001876,user6661@gmail.com,10.0.7.4,Bangalore,SBI871539,DEV9779,Investor,735105,56642233,1574737,7,24,77,2,94,Yes,5884586,Yes,1
C7662,G1054,9935078854,user6662@gmail.com,192.168.73.233,Ahmedabad,AXIS428561,DEV1834,Salaried,842879,3920792,115326,1,6,18,1,9,Yes,532630,No,0
C7663,G1136,9225035407,user6663@gmail.com,192.168.85.127,Ahmedabad,AXIS221727,DEV5188,Salaried,1672344,5469741,123402,2,1,33,0,32,No,279064,No,0
C7664,G377,9984597092,user6664@gmail.com,192.168.4.161,Coimbatore,HDFC333248,DEV6100,Retired,741951,13708505,193607,8,23,68,2,41,No,1741749,Yes,1
C7665,G815,9262820987,user6665@gmail.com,192.168.93.144,Hyderabad,KOTAK940668,DEV8489,Retired,1352200,8997033,135601,2,2,10,1,16,No,760406,No,0
C7666,G1254,9186602767,user6666@gmail.com,192.168.37.136,Ahmedabad,SBI742442,DEV8557,SelfEmployed,4364256,6394074,63754,1,1,44,0,5,Yes,513469,No,0
C7667,G1002,9515519906,user6667@gmail.com,192.168.16.236,Coimbatore,ICICI149723,DEV7900,Business,3671516,1532773,136517,3,4,24,0,13,No,766607,No,0
C7668,G907,9500798723,user6668@gmail.com,192.168.7.99,Coimbatore,HDFC574448,DEV4146,Salaried,3643367,5794391,15477,2,5,24,1,27,Yes,428444,No,0
C7669,G368,9000007454,user6669@gmail.com,192.168.11.246,Mumbai,KOTAK663693,DEV6055,Investor,1693305,23050179,608252,8,16,76,1,56,No,1609571,No,1
C7670,G1490,9710319368,user6670@gmail.com,192.168.71.36,Bangalore,SBI795324,DEV2219,Investor,4713318,8938046,120494,1,3,35,0,28,Yes,582206,No,0
C7671,G890,9868437930,user6671@gmail.com,192.168.62.125,Bangalore,HDFC928392,DEV9270,Salaried,800743,9023418,25463,4,6,34,0,23,Yes,449076,No,0
C7672,G781,9592192840,user6672@gmail.com,192.168.58.174,Kochi,HDFC763375,DEV7700,Investor,3927573,2759728,44097,0,9,25,0,9,No,96223,No,0
C7673,G1323,9129272638,user6673@gmail.com,192.168.43.111,Pune,KOTAK960501,DEV6235,Trader,1016693,9560364,136340,0,8,42,1,36,No,373121,No,0
C7674,G1472,9930681510,user6674@gmail.com,192.168.14.117,Chennai,KOTAK258642,DEV8311,Student,4305179,11851871,96068,4,4,23,1,29,No,820420,No,0
C7675,G968,9370225901,user6675@gmail.com,192.168.90.26,Coimbatore,AXIS812637,DEV5224,SelfEmployed,2444091,1549194,129558,4,4,29,1,11,No,242545,No,0
C7676,G999,9463445981,user6676@gmail.com,192.168.86.38,Pune,ICICI325621,DEV1345,Trader,3577614,8219459,64566,2,7,25,1,39,Yes,212835,No,0
C7677,G1340,9768750942,user6677@gmail.com,192.168.51.165,Ahmedabad,SBI174085,DEV6544,Trader,2643055,5001117,127431,1,4,38,1,14,No,138348,No,0
C7678,G796,9861534890,user6678@gmail.com,192.168.44.53,Hyderabad,SBI439922,DEV3399,Business,2792997,5432557,83025,3,1,20,0,36,Yes,252425,No,0
C7679,G423,9075442296,user6679@gmail.com,10.0.1.7,Pune,SBI515262,DEV8645,Business,1261793,23616243,288641,8,25,42,1,70,Yes,839119,Yes,1
C7680,G720,9491828273,user6680@gmail.com,192.168.71.26,Kolkata,HDFC704608,DEV6124,Business,1583215,2339595,17269,4,5,40,0,35,Yes,62839,No,0
C7681,G49,9000003295,user6681@gmail.com,10.0.18.3,Mumbai,HDFC727178,DEV5493,Student,284530,28608796,1118677,15,38,137,4,83,Yes,4470982,Yes,1
C7682,G420,9000007811,user6682@gmail.com,192.168.18.163,Delhi,SBI506300,DEV5300,Retired,1650141,9376297,385429,2,23,79,4,56,Yes,779993,No,0
C7683,G699,9298798822,user6683@gmail.com,10.0.18.1,Kolkata,HDFC405726,DEV5439,Trader,813394,13604958,219246,10,17,67,4,61,Yes,2008589,No,1
C7684,G1391,9601141121,user6684@gmail.com,192.168.41.114,Hyderabad,HDFC739356,DEV2620,Trader,1387376,3622715,91836,3,7,38,1,9,Yes,725892,No,0
C7685,G1405,9862220968,user6685@gmail.com,192.168.63.99,Mumbai,HDFC728378,DEV3872,Student,2756727,7300190,75280,3,8,35,0,34,No,225370,No,0
C7686,G1235,9945292775,user6686@gmail.com,192.168.50.230,Coimbatore,SBI707379,DEV1795,Salaried,2389687,1112298,142206,2,1,29,1,14,Yes,729561,No,0
C7687,G813,9210884990,user6687@gmail.com,192.168.91.51,Ahmedabad,SBI107449,DEV9625,Student,3051012,4203060,51983,2,9,19,0,16,No,816080,No,0
C7688,G135,9000000958,user6688@gmail.com,10.0.18.9,Pune,KOTAK615585,DEV5459,Student,593054,51471116,1774916,18,57,120,5,77,Yes,2696612,Yes,1
C7689,G1291,9208895936,user6689@gmail.com,192.168.4.200,Delhi,HDFC900344,DEV4623,SelfEmployed,1370257,7185092,146307,2,3,26,1,9,Yes,323072,No,0
C7690,G38,9000000949,user6690@gmail.com,10.0.17.9,Mumbai,HDFC650351,DEV6570,Investor,492082,41759342,377271,7,35,145,10,71,No,4792455,Yes,1
C7691,G1159,9560847900,user6691@gmail.com,192.168.98.155,Hyderabad,SBI865606,DEV7488,Investor,1199693,1416253,136228,3,3,43,1,10,No,292567,No,0
C7692,G1411,9608855569,user6692@gmail.com,192.168.97.143,Bangalore,AXIS942421,DEV2307,Student,2051925,8037284,133443,2,10,43,0,15,Yes,701398,No,0
C7693,G1161,9416022880,user6693@gmail.com,192.168.69.112,Pune,ICICI835436,DEV9989,Investor,3219487,9469854,114263,3,3,43,0,37,Yes,149237,No,0
C7694,G1317,9153734966,user6694@gmail.com,192.168.38.56,Kochi,AXIS615320,DEV8396,Trader,2505344,6259362,88017,0,1,42,0,38,No,266811,No,0
C7695,G1155,9620457778,user6695@gmail.com,192.168.80.167,Delhi,HDFC280861,DEV7282,Salaried,3876010,9525360,68843,1,1,42,0,19,Yes,426326,No,0
C7696,G1282,9087543043,user6696@gmail.com,192.168.81.178,Ahmedabad,KOTAK283510,DEV9078,Student,3557077,4607895,64368,3,4,37,0,5,No,731159,No,0
C7697,G765,9929780257,user6697@gmail.com,192.168.24.128,Ahmedabad,KOTAK449270,DEV3643,Salaried,4860645,11639717,27580,2,8,27,0,8,Yes,644237,No,0
C7698,G709,9188755907,user6698@gmail.com,192.168.26.33,Kochi,AXIS973081,DEV1425,SelfEmployed,3753624,2827310,47151,2,2,7,0,9,No,477114,No,0
C7699,G268,9000004557,user6699@gmail.com,10.0.14.5,Coimbatore,AXIS787580,DEV7915,Salaried,683958,40772094,517093,23,55,139,7,87,No,5506072,Yes,1
C7700,G1493,9780517347,user6700@gmail.com,192.168.33.93,Pune,AXIS634326,DEV5761,Investor,913583,6245907,95139,2,1,10,1,32,No,382095,No,0
C7701,G1304,9622829491,user6701@gmail.com,192.168.58.150,Delhi,ICICI909028,DEV5048,Investor,3820574,9573035,138820,1,9,34,1,22,Yes,451001,No,0
C7702,G1209,9085208586,user6702@gmail.com,192.168.94.139,Kochi,SBI909638,DEV7780,Salaried,2801103,1107380,97395,3,8,31,1,35,No,532921,No,0
C7703,G111,9000007397,user6703@gmail.com,10.0.18.4,Hyderabad,KOTAK880321,DEV8817,Retired,612152,42840820,1085933,17,57,91,7,80,No,2208170,Yes,1
C7704,G567,9550948459,user6704@gmail.com,192.168.61.49,Mumbai,ICICI228041,DEV2568,Business,1191393,13831056,312549,7,12,49,3,40,No,1300631,No,0
C7705,G1060,9743490562,user6705@gmail.com,192.168.30.25,Hyderabad,KOTAK164723,DEV1042,Salaried,4732453,2039805,84046,1,5,41,0,10,Yes,551385,No,0
C7706,G343,9082254257,user6706@gmail.com,192.168.4.109,Kolkata,SBI286493,DEV3176,Student,1542159,15374367,401389,10,7,37,3,74,No,564104,No,0
C7707,G1122,9044123835,user6707@gmail.com,192.168.17.74,Pune,KOTAK168387,DEV3163,Student,1079761,4859919,142319,4,6,16,0,33,No,811777,No,0
C7708,G403,9518426944,user6708@gmail.com,10.0.3.8,Coimbatore,KOTAK124185,DEV8502,Salaried,1678109,7697553,436744,9,23,40,1,42,No,1299476,No,0
C7709,G779,9040242468,user6709@gmail.com,192.168.85.8,Kolkata,HDFC309641,DEV8735,SelfEmployed,3112415,2291957,106610,4,1,19,0,15,No,91201,No,0
C7710,G358,9000001584,user6710@gmail.com,192.168.62.123,Delhi,SBI458730,DEV3754,Trader,963503,22867356,629808,6,24,51,2,36,Yes,2444728,Yes,1
C7711,G192,9000007359,user6711@gmail.com,10.0.8.2,Ahmedabad,KOTAK789075,DEV3154,Salaried,483700,29670690,1653618,8,15,128,7,99,No,1089618,Yes,1
C7712,G1089,9962978975,user6712@gmail.com,192.168.7.116,Pune,SBI356832,DEV7286,Student,1859335,8402191,130957,3,3,6,0,7,Yes,890501,No,0
C7713,G687,9000000117,user6713@gmail.com,10.0.17.3,Bangalore,ICICI864982,DEV7163,Business,1498058,21574484,545167,4,19,89,2,62,No,702518,Yes,1
C7714,G1090,9583885946,user6714@gmail.com,192.168.69.193,Kolkata,AXIS486854,DEV3643,Investor,2418867,11460971,41268,0,3,12,1,23,Yes,528958,No,0
C7715,G637,9782031812,user6715@gmail.com,192.168.7.60,Mumbai,AXIS528658,DEV4493,Student,1001837,9245892,548618,6,13,76,4,66,Yes,2079492,No,1
C7716,G1497,9325954151,user6716@gmail.com,192.168.11.210,Hyderabad,KOTAK716626,DEV4381,SelfEmployed,1136549,3991067,78009,3,8,29,1,20,Yes,413489,No,0
C7717,G1082,9759340775,user6717@gmail.com,192.168.94.72,Chennai,AXIS144747,DEV5348,SelfEmployed,2952891,4423518,137897,4,10,24,0,5,No,510007,No,0
C7718,G906,9433128884,user6718@gmail.com,192.168.19.240,Kolkata,HDFC806285,DEV5310,Business,4620041,5509877,104920,2,4,29,0,12,No,579219,No,0
C7719,G1469,9569756302,user6719@gmail.com,192.168.85.13,Pune,AXIS275972,DEV6209,Trader,3367998,3445982,122086,0,2,21,0,19,Yes,680767,No,0
C7720,G736,9433218968,user6720@gmail.com,192.168.3.230,Kolkata,SBI148714,DEV7020,Trader,4595501,11868786,45509,2,9,14,1,19,Yes,316828,No,0
C7721,G759,9639594924,user6721@gmail.com,192.168.13.56,Bangalore,AXIS454511,DEV5546,Business,1673752,1214108,147338,0,4,39,0,26,Yes,341072,No,0
C7722,G1060,9498510170,user6722@gmail.com,192.168.42.112,Pune,ICICI911312,DEV5071,Investor,4625017,6510806,111990,2,10,25,0,9,No,611318,No,0
C7723,G499,9000002724,user6723@gmail.com,192.168.59.53,Pune,AXIS277611,DEV9039,Trader,737606,20574890,405268,2,24,75,3,76,No,421920,Yes,0
C7724,G449,9267165877,user6724@gmail.com,192.168.21.115,Ahmedabad,SBI703354,DEV5418,Student,1703252,23898997,477688,10,22,45,1,78,No,2135777,Yes,1
C7725,G799,9862037673,user6725@gmail.com,192.168.99.197,Hyderabad,AXIS942684,DEV2675,SelfEmployed,3753242,5155017,127988,0,8,19,0,28,Yes,76089,No,0
C7726,G29,9000004861,user6726@gmail.com,10.0.17.7,Mumbai,HDFC935036,DEV9154,Salaried,464248,20220213,1250980,20,44,140,3,73,Yes,4928777,Yes,1
C7727,G638,9000009459,user6727@gmail.com,192.168.1.134,Chennai,ICICI290328,DEV8254,Investor,971776,18394704,205548,2,15,75,0,57,No,1172855,No,1
C7728,G652,9000003470,user6728@gmail.com,192.168.20.149,Kochi,SBI658948,DEV3018,Business,1096000,20220873,267405,3,17,33,0,67,No,559808,Yes,0
C7729,G558,9703523554,user6729@gmail.com,10.0.12.6,Delhi,HDFC616543,DEV8786,Retired,499438,8316210,520118,6,9,83,2,74,No,2438815,Yes,1
C7730,G1420,9516501421,user6730@gmail.com,192.168.44.75,Chennai,ICICI533058,DEV6220,Retired,4269850,9745529,44033,2,7,20,1,28,Yes,372519,No,0
C7731,G562,9000002697,user6731@gmail.com,192.168.43.241,Coimbatore,KOTAK224235,DEV2630,SelfEmployed,1122475,13299604,311684,6,14,76,0,46,Yes,1734317,No,1
C7732,G721,9576988064,user6732@gmail.com,192.168.87.104,Hyderabad,SBI657372,DEV6306,SelfEmployed,1087357,3912146,97536,4,8,35,0,32,No,402833,No,0
C7733,G1327,9332913185,user6733@gmail.com,192.168.12.144,Bangalore,KOTAK329822,DEV5583,Trader,2816107,6391091,43431,3,4,9,0,23,No,253696,No,0
C7734,G43,9000006669,user6734@gmail.com,10.0.8.9,Hyderabad,SBI816296,DEV3209,Student,635457,45940429,504290,18,26,119,5,77,No,5975283,Yes,1
C7735,G1231,9364738342,user6735@gmail.com,192.168.19.87,Delhi,ICICI970363,DEV9267,Student,1569307,3629945,90094,0,2,10,0,36,Yes,178122,No,0
C7736,G1151,9731322064,user6736@gmail.com,192.168.56.20,Coimbatore,HDFC354190,DEV2846,Business,2564651,8387771,135516,2,10,37,1,24,Yes,189140,No,0
C7737,G1157,9370007009,user6737@gmail.com,192.168.53.172,Kochi,SBI281883,DEV8170,SelfEmployed,4332502,4368601,38274,3,4,34,0,21,No,104700,No,0
C7738,G739,9762108954,user6738@gmail.com,192.168.40.230,Kolkata,SBI730221,DEV2080,Business,4485720,11936086,98046,2,7,18,0,18,Yes,414252,No,0
C7739,G432,9000009654,user6739@gmail.com,192.168.59.167,Mumbai,HDFC767771,DEV2932,Retired,993952,6466714,521438,6,23,78,3,60,Yes,1407497,No,1
C7740,G793,9958213319,user6740@gmail.com,192.168.22.87,Bangalore,KOTAK778004,DEV2764,SelfEmployed,4989759,2883033,38231,4,10,40,1,32,No,617097,No,0
C7741,G154,9000006304,user6741@gmail.com,10.0.3.6,Delhi,SBI439593,DEV1828,Investor,734148,53546690,1246657,10,21,170,8,85,Yes,4842380,Yes,1
C7742,G860,9726741235,user6742@gmail.com,192.168.12.17,Chennai,HDFC811514,DEV9627,Retired,1216278,10658248,62453,4,4,44,1,21,No,246145,No,0
C7743,G1183,9113780020,user6743@gmail.com,192.168.33.37,Pune,KOTAK505933,DEV9818,Salaried,3171696,9324707,23580,4,7,34,1,8,Yes,639270,No,0
C7744,G768,9892422101,user6744@gmail.com,192.168.100.250,Chennai,ICICI446649,DEV7644,Investor,4346337,5045138,132374,4,10,30,1,9,Yes,214491,No,0
C7745,G1131,9175456606,user6745@gmail.com,192.168.69.119,Kochi,KOTAK169659,DEV3185,Salaried,3736552,7660844,71442,1,10,20,0,26,Yes,671884,No,0
C7746,G367,9195731170,user6746@gmail.com,10.0.18.6,Kochi,HDFC101740,DEV7943,Business,1487565,8067840,189238,6,14,35,1,78,Yes,2450908,No,1
C7747,G385,9093789989,user6747@gmail.com,192.168.38.69,Hyderabad,HDFC526455,DEV9181,SelfEmployed,1862347,17732839,353913,8,21,70,4,46,No,1412176,No,1
C7748,G655,9236887033,user6748@gmail.com,10.0.6.2,Mumbai,ICICI861134,DEV3991,Trader,1109604,12864392,284556,2,13,34,3,69,Yes,2430108,Yes,0
C7749,G639,9310717235,user6749@gmail.com,192.168.73.241,Coimbatore,HDFC903366,DEV9959,Salaried,757169,23545166,685365,8,22,71,2,57,Yes,2357864,No,1
C7750,G1261,9822231435,user6750@gmail.com,192.168.13.52,Ahmedabad,SBI314448,DEV8184,SelfEmployed,1863910,11382462,63378,1,10,7,0,35,No,197215,No,0
C7751,G99,9000004554,user6751@gmail.com,10.0.6.6,Kochi,SBI683704,DEV1739,Investor,725544,18048716,1137803,20,29,103,5,98,No,3930744,Yes,1
C7752,G1420,9291719597,user6752@gmail.com,192.168.67.128,Hyderabad,SBI795007,DEV4057,Business,1639774,9815710,124600,2,3,7,0,26,Yes,628472,No,0
C7753,G1392,9596610610,user6753@gmail.com,192.168.67.7,Coimbatore,AXIS374150,DEV3927,Business,2803431,10030929,82199,0,6,29,0,30,No,594820,No,0
C7754,G1439,9644338149,user6754@gmail.com,192.168.87.191,Mumbai,HDFC228009,DEV5650,Salaried,2615909,4278758,92914,4,7,30,1,23,Yes,322590,No,0
C7755,G1450,9587698404,user6755@gmail.com,192.168.77.111,Kolkata,AXIS890074,DEV3287,Student,4697713,7303166,115395,3,5,12,0,31,Yes,543667,No,0
C7756,G1283,9235186576,user6756@gmail.com,192.168.83.200,Delhi,AXIS238320,DEV8330,Student,4703662,3188193,81230,0,7,25,1,30,Yes,898261,No,0
C7757,G831,9634628791,user6757@gmail.com,192.168.78.92,Hyderabad,AXIS646029,DEV6551,Trader,2084972,10345422,18325,4,9,38,0,34,No,670963,No,0
C7758,G721,9646490247,user6758@gmail.com,192.168.21.42,Delhi,ICICI964640,DEV5971,SelfEmployed,879006,11693526,109175,1,7,7,1,11,Yes,858539,No,0
C7759,G1458,9046158584,user6759@gmail.com,192.168.5.204,Hyderabad,AXIS775367,DEV4468,SelfEmployed,2523078,6945858,136235,1,10,15,1,19,Yes,783716,No,0
C7760,G520,9000008883,user6760@gmail.com,192.168.43.58,Hyderabad,ICICI781091,DEV2368,Trader,1666387,15023319,636441,6,7,86,1,55,No,916138,No,1
C7761,G811,9104335419,user6761@gmail.com,192.168.70.20,Pune,SBI865563,DEV5973,Business,3840447,10291313,114997,0,6,18,1,21,No,736668,No,0
C7762,G1330,9230910756,user6762@gmail.com,192.168.41.98,Ahmedabad,AXIS692892,DEV1340,Student,4234327,10104758,81705,0,4,35,0,22,Yes,136643,No,0
C7763,G967,9541367171,user6763@gmail.com,192.168.51.37,Delhi,SBI116636,DEV3591,Retired,2260078,10153804,147082,4,8,7,1,8,Yes,501488,No,0
C7764,G1204,9470101742,user6764@gmail.com,192.168.62.215,Kolkata,AXIS344337,DEV7083,Student,3324190,8329985,82557,2,8,43,0,33,No,75223,No,0
C7765,G132,9000007359,user6765@gmail.com,10.0.8.4,Bangalore,AXIS748792,DEV2765,Trader,566811,24461965,1197348,16,55,146,2,79,No,1193854,Yes,1
C7766,G676,9856999215,user6766@gmail.com,192.168.77.113,Bangalore,SBI350441,DEV9136,Salaried,1011263,19834482,589638,9,23,38,4,74,Yes,1896446,Yes,0
C7767,G823,9063059951,user6767@gmail.com,192.168.61.83,Kolkata,KOTAK605128,DEV1549,Business,1897751,5480019,55125,3,6,7,0,23,Yes,672359,No,0
C7768,G1242,9671248607,user6768@gmail.com,192.168.87.215,Mumbai,HDFC286288,DEV2477,Student,4310069,11077212,67201,2,7,25,1,24,No,135530,No,0
C7769,G511,9000007787,user6769@gmail.com,192.168.43.66,Bangalore,KOTAK867197,DEV3046,Investor,913185,22418307,648247,9,6,43,0,55,Yes,1220000,Yes,0
C7770,G1456,9099344239,user6770@gmail.com,192.168.2.75,Kochi,AXIS884418,DEV4067,Investor,3203561,1191289,71493,1,5,39,0,8,No,395745,No,0
C7771,G789,9167992821,user6771@gmail.com,192.168.3.252,Kochi,ICICI564603,DEV6607,Student,4538493,4580445,60222,1,2,34,1,6,Yes,481178,No,0
C7772,G1207,9232281401,user6772@gmail.com,192.168.18.45,Ahmedabad,SBI246749,DEV4780,Business,1418138,6456246,91317,4,5,12,0,17,Yes,777163,No,0
C7773,G1283,9708563379,user6773@gmail.com,192.168.20.176,Ahmedabad,SBI988122,DEV2569,Student,4920983,2920072,35789,0,6,25,0,14,Yes,412269,No,0
C7774,G1153,9608376463,user6774@gmail.com,192.168.42.25,Ahmedabad,SBI152839,DEV6237,Trader,2650056,6857738,55442,3,3,28,1,18,Yes,159106,No,0
C7775,G681,9656071870,user6775@gmail.com,10.0.5.5,Coimbatore,SBI770943,DEV4144,Salaried,403217,15526263,532234,9,11,57,1,77,No,2101809,Yes,1
C7776,G817,9454055021,user6776@gmail.com,192.168.81.101,Hyderabad,AXIS291599,DEV8951,Investor,783466,7523727,77036,0,4,18,1,35,No,699118,No,0
C7777,G340,9091756268,user6777@gmail.com,10.0.19.7,Bangalore,KOTAK200109,DEV9089,Investor,1591028,5812024,546177,4,13,49,0,52,Yes,1292467,No,0
C7778,G1155,9677804387,user6778@gmail.com,192.168.7.74,Hyderabad,SBI682488,DEV1284,Investor,4742787,3377527,34766,0,2,22,0,40,No,63173,No,0
C7779,G701,9987791105,user6779@gmail.com,192.168.56.210,Pune,SBI472853,DEV1476,Business,4730233,1246747,147753,4,5,11,0,29,Yes,152835,No,0
C7780,G137,9000003257,user6780@gmail.com,10.0.3.7,Kochi,AXIS698667,DEV7169,Retired,557875,18190587,977041,21,54,85,6,100,No,4466258,Yes,1
C7781,G107,9000003872,user6781@gmail.com,10.0.16.4,Kochi,HDFC943952,DEV2279,Retired,563531,58438199,633714,15,23,168,9,82,Yes,5156106,Yes,1
C7782,G1084,9298812705,user6782@gmail.com,192.168.30.112,Mumbai,HDFC285289,DEV4217,Trader,2973207,8940376,62844,2,6,6,1,12,Yes,112096,No,0
C7783,G932,9877964749,user6783@gmail.com,192.168.28.95,Pune,SBI348517,DEV6157,Retired,1376672,10480883,127337,3,9,35,0,28,Yes,774083,No,0
